asdf_id,udel_air_temp_v501_mean.2000.max,udel_air_temp_v501_mean.2000.mean,udel_air_temp_v501_mean.2000.min,udel_air_temp_v501_mean.2001.max,udel_air_temp_v501_mean.2001.mean,udel_air_temp_v501_mean.2001.min,udel_air_temp_v501_mean.2002.max,udel_air_temp_v501_mean.2002.mean,udel_air_temp_v501_mean.2002.min,udel_air_temp_v501_mean.2003.max,udel_air_temp_v501_mean.2003.mean,udel_air_temp_v501_mean.2003.min,udel_air_temp_v501_mean.2004.max,udel_air_temp_v501_mean.2004.mean,udel_air_temp_v501_mean.2004.min,udel_air_temp_v501_mean.2005.max,udel_air_temp_v501_mean.2005.mean,udel_air_temp_v501_mean.2005.min,udel_air_temp_v501_mean.2006.max,udel_air_temp_v501_mean.2006.mean,udel_air_temp_v501_mean.2006.min,udel_air_temp_v501_mean.2007.max,udel_air_temp_v501_mean.2007.mean,udel_air_temp_v501_mean.2007.min,udel_air_temp_v501_mean.2008.max,udel_air_temp_v501_mean.2008.mean,udel_air_temp_v501_mean.2008.min,udel_air_temp_v501_mean.2009.max,udel_air_temp_v501_mean.2009.mean,udel_air_temp_v501_mean.2009.min,udel_air_temp_v501_mean.2010.max,udel_air_temp_v501_mean.2010.mean,udel_air_temp_v501_mean.2010.min,udel_air_temp_v501_mean.2011.max,udel_air_temp_v501_mean.2011.mean,udel_air_temp_v501_mean.2011.min,udel_air_temp_v501_mean.2012.max,udel_air_temp_v501_mean.2012.mean,udel_air_temp_v501_mean.2012.min,udel_air_temp_v501_mean.2013.max,udel_air_temp_v501_mean.2013.mean,udel_air_temp_v501_mean.2013.min,udel_air_temp_v501_mean.2014.max,udel_air_temp_v501_mean.2014.mean,udel_air_temp_v501_mean.2014.min,udel_air_temp_v501_mean.2015.max,udel_air_temp_v501_mean.2015.mean,udel_air_temp_v501_mean.2015.min,udel_air_temp_v501_mean.2016.max,udel_air_temp_v501_mean.2016.mean,udel_air_temp_v501_mean.2016.min,udel_air_temp_v501_mean.2017.max,udel_air_temp_v501_mean.2017.mean,udel_air_temp_v501_mean.2017.min,NAME_2,NAME_3,NAME_0,NAME_1,VARNAME_3,TYPE_3,Shape_Area,ENGTYPE_3,Shape_Length,NL_NAME_3,ID_3,ID_0,ID_1,ISO,ID_2,CCA_3,CCN_3
254,21.575,21.575,21.575,21.6333333333,21.6333333333,21.6333333333,21.9083333333,21.9083333333,21.9083333333,21.6083333333,21.6083333333,21.6083333333,21.7333333333,21.7333333333,21.7333333333,22.3583333333,22.3583333333,22.3583333333,21.9833333333,21.9833333333,21.9833333333,21.95,21.95,21.95,21.9333333333,21.9333333333,21.9333333333,22.175,22.175,22.175,22.2166666667,22.2166666667,22.2166666667,21.9,21.9,21.9,21.9583333333,21.9583333333,21.9583333333,22.15,22.15,22.15,22.1583333333,22.1583333333,22.1583333333,22.4833333333,22.4833333333,22.4833333333,22.7583333333,22.7583333333,22.7583333333,22.3166666667,22.3166666667,22.3166666667,Kampala,Central Division,Uganda,Kampala,,Sub-county,0.001233,Sub-county,0.195318,,255,239,16,UGA,47,,
255,21.575,21.575,21.575,21.6333333333,21.6333333333,21.6333333333,21.9083333333,21.9083333333,21.9083333333,21.6083333333,21.6083333333,21.6083333333,21.7333333333,21.7333333333,21.7333333333,22.3583333333,22.3583333333,22.3583333333,21.9833333333,21.9833333333,21.9833333333,21.95,21.95,21.95,21.9333333333,21.9333333333,21.9333333333,22.175,22.175,22.175,22.2166666667,22.2166666667,22.2166666667,21.9,21.9,21.9,21.9583333333,21.9583333333,21.9583333333,22.15,22.15,22.15,22.1583333333,22.1583333333,22.1583333333,22.4833333333,22.4833333333,22.4833333333,22.7583333333,22.7583333333,22.7583333333,22.3166666667,22.3166666667,22.3166666667,Kampala,Kawempe Division,Uganda,Kampala,,Sub-county,0.002508,Sub-county,0.235493,,256,239,16,UGA,47,,
256,21.575,21.575,21.575,21.6333333333,21.6333333333,21.6333333333,21.9083333333,21.9083333333,21.9083333333,21.6083333333,21.6083333333,21.6083333333,21.7333333333,21.7333333333,21.7333333333,22.3583333333,22.3583333333,22.3583333333,21.9833333333,21.9833333333,21.9833333333,21.95,21.95,21.95,21.9333333333,21.9333333333,21.9333333333,22.175,22.175,22.175,22.2166666667,22.2166666667,22.2166666667,21.9,21.9,21.9,21.9583333333,21.9583333333,21.9583333333,22.15,22.15,22.15,22.1583333333,22.1583333333,22.1583333333,22.4833333333,22.4833333333,22.4833333333,22.7583333333,22.7583333333,22.7583333333,22.3166666667,22.3166666667,22.3166666667,Kampala,Makindye,Uganda,Kampala,Makindye Division,Sub-county,0.003754,Sub-county,0.397086,,257,239,16,UGA,47,,
257,21.575,21.575,21.575,21.6333333333,21.6333333333,21.6333333333,21.9083333333,21.9083333333,21.9083333333,21.6083333333,21.6083333333,21.6083333333,21.7333333333,21.7333333333,21.7333333333,22.3583333333,22.3583333333,22.3583333333,21.9833333333,21.9833333333,21.9833333333,21.95,21.95,21.95,21.9333333333,21.9333333333,21.9333333333,22.175,22.175,22.175,22.2166666667,22.2166666667,22.2166666667,21.9,21.9,21.9,21.9583333333,21.9583333333,21.9583333333,22.15,22.15,22.15,22.1583333333,22.1583333333,22.1583333333,22.4833333333,22.4833333333,22.4833333333,22.7583333333,22.7583333333,22.7583333333,22.3166666667,22.3166666667,22.3166666667,Kampala,Nakawa Division,Uganda,Kampala,,Sub-county,0.004251,Sub-county,0.434649,,258,239,16,UGA,47,,
258,21.575,21.575,21.575,21.6333333333,21.6333333333,21.6333333333,21.9083333333,21.9083333333,21.9083333333,21.6083333333,21.6083333333,21.6083333333,21.7333333333,21.7333333333,21.7333333333,22.3583333333,22.3583333333,22.3583333333,21.9833333333,21.9833333333,21.9833333333,21.95,21.95,21.95,21.9333333333,21.9333333333,21.9333333333,22.175,22.175,22.175,22.2166666667,22.2166666667,22.2166666667,21.9,21.9,21.9,21.9583333333,21.9583333333,21.9583333333,22.15,22.15,22.15,22.1583333333,22.1583333333,22.1583333333,22.4833333333,22.4833333333,22.4833333333,22.7583333333,22.7583333333,22.7583333333,22.3166666667,22.3166666667,22.3166666667,Kampala,Rubaga Division,Uganda,Kampala,,Sub-county,0.003,Sub-county,0.251505,,259,239,16,UGA,47,,
259,24.475,24.3271543362,23.3416666667,24.4833333333,24.3246166648,23.2666666667,24.975,24.8260672357,23.8333333333,24.5083333333,24.3604876695,23.375,24.675,24.5184575324,23.475,25.1416666667,24.9970823043,24.0333333333,24.7833333333,24.634400569,23.6416666667,24.775,24.6249801352,23.625,24.9666666667,24.8133855005,23.7916666667,25.2416666667,25.0862112996,24.05,25.0416666667,24.9003436057,23.9583333333,24.7166666667,24.5775178066,23.65,24.4416666667,24.2992565052,23.35,24.625,24.4869382404,23.5666666667,24.6166666667,24.480779108,23.575,25.125,24.9912866423,24.1,25.175,25.0412866423,24.15,24.975,24.8325898385,23.8833333333,Budiope,Bugaya,Uganda,Kamuli,,Sub-county,0.025483,Sub-county,0.755703,,260,239,17,UGA,48,,
260,24.475,24.475,24.475,24.4833333333,24.4833333333,24.4833333333,24.975,24.975,24.975,24.5083333333,24.5083333333,24.5083333333,24.675,24.675,24.675,25.1416666667,25.1416666667,25.1416666667,24.7833333333,24.7833333333,24.7833333333,24.775,24.775,24.775,24.9666666667,24.9666666667,24.9666666667,25.2416666667,25.2416666667,25.2416666667,25.0416666667,25.0416666667,25.0416666667,24.7166666667,24.7166666667,24.7166666667,24.4416666667,24.4416666667,24.4416666667,24.625,24.625,24.625,24.6166666667,24.6166666667,24.6166666667,25.125,25.125,25.125,25.175,25.175,25.175,24.975,24.975,24.975,Budiope,Buyende,Uganda,Kamuli,,Sub-county,0.033202,Sub-county,0.887319,,261,239,17,UGA,48,,
261,24.475,24.475,24.475,24.4833333333,24.4833333333,24.4833333333,24.975,24.975,24.975,24.5083333333,24.5083333333,24.5083333333,24.675,24.675,24.675,25.1416666667,25.1416666667,25.1416666667,24.7833333333,24.7833333333,24.7833333333,24.775,24.775,24.775,24.9666666667,24.9666666667,24.9666666667,25.2416666667,25.2416666667,25.2416666667,25.0416666667,25.0416666667,25.0416666667,24.7166666667,24.7166666667,24.7166666667,24.4416666667,24.4416666667,24.4416666667,24.625,24.625,24.625,24.6166666667,24.6166666667,24.6166666667,25.125,25.125,25.125,25.175,25.175,25.175,24.975,24.975,24.975,Budiope,Kagulu,Uganda,Kamuli,,Sub-county,0.033673,Sub-county,0.74516,,262,239,17,UGA,48,,
262,24.475,24.0608974378,23.9083333333,24.4833333333,24.1301282067,24.0,24.975,24.5730769249,24.425,24.5083333333,24.082051284,23.925,24.675,24.2487179506,24.0916666667,25.1416666667,24.7519230787,24.6083333333,24.7833333333,24.3814102582,24.2333333333,24.775,24.3608974378,24.2083333333,24.9666666667,24.4916666688,24.3166666667,25.2416666667,24.736217951,24.55,25.0416666667,24.6397435916,24.4916666667,24.7166666667,24.308653848,24.1583333333,24.4416666667,24.1250000014,24.0083333333,24.625,24.3266025655,24.2166666667,24.6166666667,24.3000000014,24.1833333333,25.125,24.7230769249,24.575,25.175,24.827884617,24.7,24.975,24.5426282071,24.3833333333,Budiope,Kidera,Uganda,Kamuli,,Sub-county,0.039789,Sub-county,0.807752,,263,239,17,UGA,48,,
263,24.475,24.3490740767,23.9083333333,24.4833333333,24.3759259281,24.0,24.975,24.8527777803,24.425,24.5083333333,24.3787037064,23.925,24.675,24.5453703731,24.0916666667,25.1416666667,25.0231481506,24.6083333333,24.7833333333,24.6611111136,24.2333333333,24.775,24.6490740767,24.2083333333,24.9666666667,24.8222222252,24.3166666667,25.2416666667,25.0879629661,24.55,25.0416666667,24.919444447,24.4916666667,24.7166666667,24.5925925952,24.1583333333,24.4416666667,24.3453703724,24.0083333333,24.625,24.5342592611,24.2166666667,24.6166666667,24.5203703724,24.1833333333,25.125,25.0027777803,24.575,25.175,25.0694444466,24.7,24.975,24.8435185212,24.3833333333,Budiope,Nkondo,Uganda,Kamuli,,Sub-county,0.020692,Sub-county,0.723183,,264,239,17,UGA,48,,
264,24.475,24.2946969741,23.9083333333,24.4833333333,24.3295454583,24.0,24.975,24.8000000042,24.425,24.5083333333,24.3227272772,23.925,24.675,24.4893939439,24.0916666667,25.1416666667,24.9719697011,24.6083333333,24.7833333333,24.6083333376,24.2333333333,24.775,24.5946969741,24.2083333333,24.9666666667,24.7598484899,24.3166666667,25.2416666667,25.0215909144,24.55,25.0416666667,24.8666666709,24.4916666667,24.7166666667,24.5390151558,24.1583333333,24.4416666667,24.3037878821,24.0083333333,24.625,24.4950757607,24.2166666667,24.6166666667,24.4787878821,24.1833333333,25.125,24.9500000042,24.575,25.175,25.02386364,24.7,24.975,24.7867424288,24.3833333333,Bugabula,Balawoli,Uganda,Kamuli,,Sub-county,0.029128,Sub-county,0.780685,,265,239,17,UGA,49,,
265,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Bugabula,Bulopa,Uganda,Kamuli,,Sub-county,0.003824,Sub-county,0.309446,,266,239,17,UGA,49,,
266,23.3416666667,23.2992424264,23.1083333333,23.2666666667,23.246969698,23.1583333333,23.8333333333,23.7833333359,23.5583333333,23.375,23.326515154,23.1083333333,23.475,23.4416666684,23.2916666667,24.0333333333,23.9984848503,23.8416666667,23.6416666667,23.6113636379,23.475,23.625,23.5886363655,23.425,23.7916666667,23.734090912,23.475,24.05,23.9909090939,23.725,23.9583333333,23.9174242445,23.7333333333,23.65,23.6045454569,23.4,23.3583333333,23.3515151514,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.5689393942,23.5416666667,24.1,24.0651515169,23.9083333333,24.15,24.1439393942,24.1166666667,23.8833333333,23.854545456,23.725,Bugabula,Butansi,Uganda,Kamuli,,Sub-county,0.008054,Sub-county,0.558063,,267,239,17,UGA,49,,
267,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Bugabula,Kamuli Tc,Uganda,Kamuli,,Sub-county,0.000292,Sub-county,0.070743,,268,239,17,UGA,49,,
268,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Bugabula,Kitayunjwa,Uganda,Kamuli,,Sub-county,0.01093,Sub-county,0.595634,,269,239,17,UGA,49,,
269,24.475,23.7949585682,23.3416666667,24.4833333333,23.7532888551,23.2666666667,24.975,24.2899582635,23.8333333333,24.5083333333,23.8282919015,23.375,24.675,23.954956131,23.475,25.1416666667,24.4766261488,24.0333333333,24.7833333333,24.0982915969,23.6416666667,24.775,24.0849579589,23.625,24.9666666667,24.2616237116,23.7916666667,25.2416666667,24.5266231023,24.05,25.0416666667,24.3916270627,23.9583333333,24.7166666667,24.076627672,23.65,24.4416666667,23.7866267581,23.35,24.625,23.98996131,23.5666666667,24.6166666667,23.991628586,23.575,25.125,24.5099625286,24.1,25.175,24.5599625286,24.15,24.975,24.3199600914,23.8833333333,Bugabula,Nabwigulu,Uganda,Kamuli,,Sub-county,0.011018,Sub-county,0.640843,,270,239,17,UGA,49,,
270,24.475,23.7083000119,23.1083333333,24.4833333333,23.742672483,23.1583333333,24.975,24.2004858904,23.5583333333,24.5083333333,23.7270497144,23.1083333333,24.675,23.8853823337,23.2916666667,25.1416666667,24.4088218419,23.8416666667,24.7833333333,24.0359048777,23.475,24.775,24.0093417678,23.425,24.9666666667,24.1296529141,23.475,25.2416666667,24.3796531521,23.725,25.0416666667,24.3051766482,23.7333333333,24.7166666667,23.9780936124,23.4,24.4416666667,23.8036159184,23.35,24.625,24.008824698,23.5666666667,24.6166666667,23.9900752335,23.5416666667,25.125,24.422367049,23.9083333333,25.175,24.5400768996,24.1166666667,24.975,24.2359079718,23.725,Bugabula,Namasagali,Uganda,Kamuli,,Sub-county,0.017656,Sub-county,0.604519,,271,239,17,UGA,49,,
271,24.475,23.5305315738,23.3416666667,24.4833333333,23.4694186993,23.2666666667,24.975,24.023586953,23.8333333333,24.5083333333,23.5638649071,23.375,24.675,23.6749746076,23.475,25.1416666667,24.2180321028,24.0333333333,24.7833333333,23.8319202864,23.6416666667,24.775,23.8166423322,23.625,24.9666666667,23.9874751366,23.7916666667,25.2416666667,24.248585895,24.05,25.0416666667,24.1388659652,23.9583333333,24.7166666667,23.8277552067,23.65,24.4416666667,23.5319213444,23.35,24.625,23.7430331608,23.5666666667,24.6166666667,23.7485890691,23.575,25.125,24.270811644,24.1,25.175,24.320811644,24.15,24.975,24.0652546777,23.8833333333,Bugabula,Namwendwa,Uganda,Kamuli,,Sub-county,0.012134,Sub-county,0.528608,,272,239,17,UGA,49,,
272,24.475,23.8732952857,23.3333333333,24.4833333333,23.8005132879,23.125,24.975,24.3405161991,23.725,24.5083333333,23.9399631371,23.375,24.675,24.0660716305,23.475,25.1416666667,24.5555189409,24.0333333333,24.7833333333,24.1855181624,23.6416666667,24.775,24.1894068594,23.625,24.9666666667,24.4199642203,23.7916666667,25.2416666667,24.6871853029,24.05,25.0416666667,24.4949654051,23.9583333333,24.7166666667,24.1621878417,23.65,24.4416666667,23.8316296345,23.2583333333,24.625,24.0032967074,23.3833333333,24.6166666667,24.0149641526,23.425,25.125,24.5488544407,24.0166666667,25.175,24.604965879,24.0916666667,24.975,24.4094088227,23.8833333333,Bulamogi,Bumanya,Uganda,Kamuli,,Sub-county,0.013122,Sub-county,0.722502,,273,239,17,UGA,50,,
273,24.475,24.2083333333,23.9416666667,24.4833333333,24.1583333333,23.8333333333,24.975,24.675,24.375,24.5083333333,24.2791666667,24.05,24.675,24.4291666667,24.1833333333,25.1416666667,24.8708333333,24.6,24.7833333333,24.5083333333,24.2333333333,24.775,24.5291666667,24.2833333333,24.9666666667,24.7541666667,24.5416666667,25.2416666667,25.0416666667,24.8416666667,25.0416666667,24.8,24.5583333333,24.7166666667,24.4541666667,24.1916666667,24.4416666667,24.1333333333,23.825,24.625,24.2833333333,23.9416666667,24.6166666667,24.2958333333,23.975,25.125,24.8208333333,24.5166666667,25.175,24.875,24.575,24.975,24.7208333333,24.4666666667,Bulamogi,Gadumire,Uganda,Kamuli,,Sub-county,0.013112,Sub-county,0.568962,,274,239,17,UGA,50,,
274,23.3416666667,23.3381944444,23.3333333333,23.2666666667,23.2076388885,23.125,23.8333333333,23.7881944442,23.725,23.4833333333,23.4201388892,23.375,23.5583333333,23.5097222224,23.475,24.05,24.0402777778,24.0333333333,23.6833333333,23.6590277779,23.6416666667,23.7083333333,23.6597222224,23.625,24.0833333333,23.9131944452,23.7916666667,24.325,24.164583334,24.05,24.075,24.0069444447,23.9583333333,23.7166666667,23.677777778,23.65,23.35,23.3118055553,23.2583333333,23.5666666667,23.4902777773,23.3833333333,23.575,23.5124999996,23.425,24.1,24.0652777776,24.0166666667,24.15,24.1256944443,24.0916666667,23.9416666667,23.907638889,23.8833333333,Bulamogi,Namugongo,Uganda,Kamuli,,Sub-county,0.010941,Sub-county,0.535038,,275,239,17,UGA,50,,
275,23.9416666667,23.8402649102,23.3333333333,23.8333333333,23.715262795,23.125,24.375,24.2666529178,23.725,24.05,23.9555435693,23.4833333333,24.1833333333,24.0791534466,23.5583333333,24.6,24.5083216996,24.05,24.2333333333,24.141655033,23.6833333333,24.2833333333,24.1874878375,23.7083333333,24.5416666667,24.465268083,24.0833333333,24.8416666667,24.7555446269,24.325,24.5583333333,24.4777675542,24.075,24.1916666667,24.1124899527,23.7166666667,23.825,23.7305435693,23.2583333333,23.9416666667,23.8485993011,23.3833333333,23.975,23.8833216996,23.425,24.5166666667,24.4333227572,24.0166666667,24.575,24.4944342209,24.0916666667,24.4666666667,24.3791555618,23.9416666667,Bulamogi,Namwiwa,Uganda,Kamuli,,Sub-county,0.011658,Sub-county,0.569561,,276,239,17,UGA,50,,
276,24.475,24.475,24.475,24.4833333333,24.4833333333,24.4833333333,24.975,24.975,24.975,24.5083333333,24.5083333333,24.5083333333,24.675,24.675,24.675,25.1416666667,25.1416666667,25.1416666667,24.7833333333,24.7833333333,24.7833333333,24.775,24.775,24.775,24.9666666667,24.9666666667,24.9666666667,25.2416666667,25.2416666667,25.2416666667,25.0416666667,25.0416666667,25.0416666667,24.7166666667,24.7166666667,24.7166666667,24.4416666667,24.4416666667,24.4416666667,24.625,24.625,24.625,24.6166666667,24.6166666667,24.6166666667,25.125,25.125,25.125,25.175,25.175,25.175,24.975,24.975,24.975,Bulamogi,Nawaikoke,Uganda,Kamuli,,Sub-county,0.021757,Sub-county,0.764564,,277,239,17,UGA,50,,
277,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Buzaaya,Bugulumbya,Uganda,Kamuli,,Sub-county,0.006544,Sub-county,0.421204,,278,239,17,UGA,51,,
278,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Buzaaya,Kisozi,Uganda,Kamuli,,Sub-county,0.010005,Sub-county,0.545167,,279,239,17,UGA,51,,
279,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Buzaaya,Mbulamuti,Uganda,Kamuli,,Sub-county,0.007723,Sub-county,0.544724,,280,239,17,UGA,51,,
280,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Buzaaya,Nawanyago,Uganda,Kamuli,,Sub-county,0.005121,Sub-county,0.337605,,281,239,17,UGA,51,,
281,23.3416666667,23.3416666667,23.3416666667,23.2666666667,23.2666666667,23.2666666667,23.8333333333,23.8333333333,23.8333333333,23.375,23.375,23.375,23.475,23.475,23.475,24.0333333333,24.0333333333,24.0333333333,23.6416666667,23.6416666667,23.6416666667,23.625,23.625,23.625,23.7916666667,23.7916666667,23.7916666667,24.05,24.05,24.05,23.9583333333,23.9583333333,23.9583333333,23.65,23.65,23.65,23.35,23.35,23.35,23.5666666667,23.5666666667,23.5666666667,23.575,23.575,23.575,24.1,24.1,24.1,24.15,24.15,24.15,23.8833333333,23.8833333333,23.8833333333,Buzaaya,Wankole,Uganda,Kamuli,,Sub-county,0.00409,Sub-county,0.310268,,282,239,17,UGA,51,,
282,21.3583333333,21.3583333333,21.3583333333,21.5416666667,21.5416666667,21.5416666667,21.8666666667,21.8666666667,21.8666666667,21.3166666667,21.3166666667,21.3166666667,21.45,21.45,21.45,22.2666666667,22.2666666667,22.2666666667,21.625,21.625,21.625,21.65,21.65,21.65,21.35,21.35,21.35,21.4166666667,21.4166666667,21.4166666667,22.2166666667,22.2166666667,22.2166666667,21.3916666667,21.3916666667,21.3916666667,20.6666666667,20.6666666667,20.6666666667,21.375,21.375,21.375,20.7666666667,20.7666666667,20.7666666667,21.6166666667,21.6166666667,21.6166666667,22.2166666667,22.2166666667,22.2166666667,21.95,21.95,21.95,Kibale,Bwiizi,Uganda,Kamwenge,,Sub-county,0.024023,Sub-county,0.746744,,283,239,18,UGA,52,,
283,23.6583333333,22.3696544211,20.0583333333,23.85,22.5626649309,20.275,24.175,22.9105130466,20.7083333333,23.5916666667,22.3591677301,20.2333333333,23.6833333333,22.4390079554,20.2083333333,24.5166666667,23.2357839762,20.8916666667,23.7916666667,22.5505682146,20.2333333333,23.8416666667,22.5908908746,20.2833333333,23.5333333333,22.3029866083,20.0416666667,23.5916666667,22.3801362006,20.1666666667,24.675,23.3277192808,21.0416666667,23.6083333333,22.3556754405,20.0583333333,22.55,21.4373941643,19.1583333333,23.5333333333,22.3013742912,19.9916666667,22.65,21.5261045071,19.2083333333,23.775,22.5398153415,20.2166666667,24.525,23.2277192806,20.9083333333,24.4083333333,23.0562141896,20.7583333333,Kibale,Kahunge,Uganda,Kamwenge,,Sub-county,0.044231,Sub-county,1.208077,,284,239,18,UGA,52,,
284,23.6583333333,23.6583333333,23.6583333333,23.85,23.85,23.85,24.175,24.175,24.175,23.5916666667,23.5916666667,23.5916666667,23.6833333333,23.6833333333,23.6833333333,24.5166666667,24.5166666667,24.5166666667,23.7916666667,23.7916666667,23.7916666667,23.8416666667,23.8416666667,23.8416666667,23.5333333333,23.5333333333,23.5333333333,23.5916666667,23.5916666667,23.5916666667,24.675,24.675,24.675,23.6083333333,23.6083333333,23.6083333333,22.55,22.55,22.55,23.5333333333,23.5333333333,23.5333333333,22.65,22.65,22.65,23.775,23.775,23.775,24.525,24.525,24.525,24.4083333333,24.4083333333,24.4083333333,Kibale,Kamwenge Tc,Uganda,Kamwenge,,Sub-county,0.005523,Sub-county,0.368213,,285,239,18,UGA,52,,
285,23.6583333333,23.213172051,21.3583333333,23.85,23.4032258145,21.5416666667,24.175,23.7282258145,21.8666666667,23.5916666667,23.151344094,21.3166666667,23.6833333333,23.2510752766,21.45,24.5166666667,24.0811828035,22.2666666667,23.7916666667,23.3723118355,21.625,23.8416666667,23.4174731259,21.65,23.5333333333,23.1107526958,21.35,23.5916666667,23.1706989323,21.4166666667,24.675,24.199193557,22.2166666667,23.6083333333,23.179301083,21.3916666667,22.55,22.1854838775,20.6666666667,23.5333333333,23.1155914054,21.375,22.65,22.2854838775,20.7666666667,23.775,23.357258072,21.6166666667,24.525,24.0782258145,22.2166666667,24.4083333333,23.9325268903,21.95,Kibale,Kamwenge,Uganda,Kamwenge,,Sub-county,0.031851,Sub-county,1.44981,,286,239,18,UGA,52,,
286,21.3583333333,21.3583333333,21.3583333333,21.5416666667,21.5416666667,21.5416666667,21.8666666667,21.8666666667,21.8666666667,21.3166666667,21.3166666667,21.3166666667,21.45,21.45,21.45,22.2666666667,22.2666666667,22.2666666667,21.625,21.625,21.625,21.65,21.65,21.65,21.35,21.35,21.35,21.4166666667,21.4166666667,21.4166666667,22.2166666667,22.2166666667,22.2166666667,21.3916666667,21.3916666667,21.3916666667,20.6666666667,20.6666666667,20.6666666667,21.375,21.375,21.375,20.7666666667,20.7666666667,20.7666666667,21.6166666667,21.6166666667,21.6166666667,22.2166666667,22.2166666667,22.2166666667,21.95,21.95,21.95,Kibale,Nkoma,Uganda,Kamwenge,,Sub-county,0.038299,Sub-county,1.053257,,287,239,18,UGA,52,,
